order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city,state,net_amount,order_month,order_year
ORD00404,CUST0105,2022-10-22,2022-10-26,Shipped,Wallet,Mobile App,11978.21,3821.39,99,Toronto,RJ,8255.82,2022-10,2022
ORD00406,CUST0595,2022-10-23,2022-10-28,Returned,Cod,Online,32051.63,10142.23,99,Sydney,WB,22008.4,2022-10,2022
ORD00407,CUST0824,2022-10-24,2022-10-27,Delivered,Cod,Online,24853.34,183.94,149,Ahmedabad,KA,24818.4,2022-10,2022
ORD00408,CUST0819,2022-10-25,2022-10-27,Returned,Wallet,Mobile App,25366.34,4343.0,149,Delhi,TN,21172.34,2022-10,2022
ORD00410,CUST0129,2022-10-26,2022-10-29,Pending,Credit Card,Online,20301.41,6535.84,99,Ahmedabad,NSW,13864.57,2022-10,2022
ORD00411,CUST0752,2022-10-27,2022-10-29,Shipped,Wallet,Mobile App,47197.45,16670.86,99,Chennai,WB,30625.59,2022-10,2022
ORD00412,CUST0323,2022-10-28,2022-11-02,Shipped,Wallet,In-Store,14207.95,2545.02,99,Sydney,LDN,11761.93,2022-10,2022
ORD00413,CUST0868,2022-10-28,2022-11-01,Pending,Cod,Mobile App,10522.4,2200.1,49,Bangalore,ON,8371.3,2022-10,2022
ORD00414,CUST0971,2022-10-29,2022-11-04,Shipped,Upi,In-Store,28579.57,5537.64,199,Mumbai,MH,23240.93,2022-10,2022
ORD00415,CUST0388,2022-10-30,2022-11-03,Cancelled,Debit Card,Online,42121.47,10078.1,0,Hyderabad,ON,32043.37,2022-10,2022
ORD00416,CUST0980,2022-10-31,2022-11-07,Returned,Upi,In-Store,25353.7,348.68,199,Chennai,GJ,25204.02,2022-10,2022
ORD00417,CUST0674,2022-10-31,2022-11-07,Cancelled,Wallet,In-Store,808.88,91.27,49,Delhi,TS,766.61,2022-10,2022
ORD00418,CUST0693,2022-11-01,2022-11-03,Returned,Credit Card,Mobile App,43632.43,5176.53,49,Surat,NY,38504.9,2022-11,2022
ORD00419,CUST0614,2022-11-02,2022-11-03,Shipped,Upi,Mobile App,29564.83,10562.78,0,Bangalore,NSW,19002.05,2022-11,2022
ORD00420,CUST0147,2022-03-11,2022-11-09,Pending,Upi,Mobile App,27447.83,7728.09,199,Ahmedabad,MH,19918.74,2022-03,2022
ORD00421,CUST0910,2022-11-03,2022-11-06,Pending,Wallet,In-Store,43364.49,1809.68,199,Hyderabad,MH,41753.81,2022-11,2022
ORD00422,CUST0312,2022-04-11,2022-11-11,Delivered,Upi,Mobile App,11476.12,74.75,0,Chennai,TN,11401.37,2022-04,2022
ORD00423,CUST0744,2022-05-11,2022-11-09,Shipped,Cod,In-Store,37091.49,14654.26,49,Toronto,NSW,22486.23,2022-05,2022
ORD00424,CUST0498,2022-05-11,2022-11-08,Delivered,Credit Card,Mobile App,29619.76,6291.88,99,Delhi,RJ,23426.88,2022-05,2022
ORD00425,CUST0420,2022-11-06,2022-11-07,Delivered,Credit Card,Mobile App,41352.87,15369.11,49,Bangalore,DL,26032.76,2022-11,2022
ORD00426,CUST0574,2022-07-11,2022-11-11,Pending,Debit Card,In-Store,37351.51,10399.9,0,Kolkata,RJ,26951.61,2022-07,2022
ORD00427,CUST0566,2022-11-08,2022-11-11,Shipped,Credit Card,In-Store,26365.14,9586.3,49,Kolkata,ON,16827.84,2022-11,2022
ORD00428,CUST0686,2022-11-08,2022-11-14,Shipped,Debit Card,Online,27347.21,5284.34,99,Kolkata,MH,22161.87,2022-11,2022
ORD00429,CUST0796,2022-11-09,2022-11-14,Pending,Upi,Online,14577.14,2261.98,0,Pune,TN,12315.16,2022-11,2022
ORD00431,CUST0297,2022-11-11,2022-11-12,Pending,Cod,Mobile App,15366.77,4595.24,199,Sydney,WB,10970.53,2022-11,2022
ORD00432,CUST0065,2022-11-11,2022-11-12,Cancelled,Cod,Mobile App,48430.04,7582.5,99,Mumbai,TS,40946.54,2022-11,2022
ORD00433,CUST0993,2022-11-12,2022-11-14,Cancelled,Upi,Online,31214.25,7084.0,149,Bangalore,RJ,24279.25,2022-11,2022
ORD00434,CUST0047,2022-11-13,2022-11-18,Delivered,Wallet,Mobile App,12147.95,18.01,199,Chennai,MH,12328.94,2022-11,2022
ORD00435,CUST0226,2022-11-14,2022-11-19,Delivered,Cod,Online,10146.4,3263.02,0,Chennai,LDN,6883.38,2022-11,2022
ORD00436,CUST0269,2022-11-14,2022-11-16,Shipped,Wallet,In-Store,44014.84,0.0,149,Kolkata,DL,44163.84,2022-11,2022
ORD00437,CUST0081,2022-11-15,2022-11-19,Returned,Wallet,Mobile App,16200.31,5837.74,149,Delhi,NY,10511.57,2022-11,2022
ORD00438,CUST0288,2022-11-16,2022-11-19,Returned,Upi,In-Store,13961.37,2788.15,199,Kolkata,MH,11372.22,2022-11,2022
ORD00439,CUST0096,2022-11-16,2022-11-19,Shipped,Net Banking,Online,37605.23,5392.2,149,Pune,MH,32362.03,2022-11,2022
ORD00441,CUST0774,2022-11-18,2022-11-25,Delivered,Debit Card,Online,22375.9,4663.31,149,Jaipur,DL,17861.59,2022-11,2022
ORD00442,CUST0072,2022-11-19,2022-11-20,Cancelled,Credit Card,Mobile App,14629.39,336.42,0,Mumbai,RJ,14292.97,2022-11,2022
ORD00443,CUST0529,2022-11-19,2022-11-24,Delivered,Net Banking,In-Store,16322.3,1004.84,99,Kolkata,KA,15416.46,2022-11,2022
ORD00444,CUST0107,2022-11-20,2022-11-26,Returned,Cod,Online,38515.03,0.0,149,Toronto,TS,38664.03,2022-11,2022
ORD00445,CUST0114,2022-11-21,2022-11-23,Delivered,Net Banking,In-Store,10159.39,0.0,199,Bangalore,DL,10358.39,2022-11,2022
ORD00446,CUST0967,2022-11-22,2022-11-23,Delivered,Upi,Mobile App,41841.22,13733.66,0,Hyderabad,LDN,28107.56,2022-11,2022
ORD00447,CUST0879,2022-11-22,2022-11-25,Delivered,Credit Card,Online,47920.74,7824.68,0,Ahmedabad,TS,40096.06,2022-11,2022
ORD00448,CUST0876,2022-11-23,2022-11-29,Delivered,Cod,Online,46836.83,2882.96,49,Pune,MH,44002.87,2022-11,2022
ORD00449,CUST0576,2022-11-24,2022-11-30,Returned,Cod,Mobile App,8750.59,2790.79,99,Pune,RJ,6058.8,2022-11,2022
ORD00450,CUST0649,2022-11-24,2022-11-27,Delivered,Wallet,Online,36820.64,3289.39,199,Pune,DL,33730.25,2022-11,2022
ORD00452,CUST0320,2022-11-26,2022-11-29,Pending,Debit Card,In-Store,41201.26,7838.63,149,Kolkata,MH,33511.63,2022-11,2022
ORD00453,CUST0010,2022-11-27,2022-12-03,Shipped,Credit Card,Mobile App,44776.66,15719.11,49,Ahmedabad,KA,29106.55,2022-11,2022
ORD00454,CUST0972,2022-11-27,2022-11-30,Cancelled,Credit Card,Mobile App,7727.54,830.64,49,Bangalore,RJ,6945.9,2022-11,2022
ORD00455,CUST0351,2022-11-28,2022-11-29,Delivered,Debit Card,In-Store,26378.68,3153.03,0,Mumbai,TS,23225.65,2022-11,2022
ORD00456,CUST0944,2022-11-29,2022-12-05,Shipped,Upi,Online,38526.69,11585.62,149,New York,WB,27090.07,2022-11,2022
ORD00457,CUST0088,2022-11-30,2022-12-02,Delivered,Credit Card,Mobile App,49185.12,11273.96,149,Chennai,DL,38060.16,2022-11,2022
ORD00458,CUST0715,2022-11-30,2022-12-03,Pending,Upi,Mobile App,28694.56,7768.54,99,Kolkata,WB,21025.02,2022-11,2022
ORD00460,CUST0238,2022-12-02,2022-12-05,Pending,Debit Card,Online,13586.22,3536.08,0,Ahmedabad,RJ,10050.14,2022-12,2022
ORD00461,CUST0161,2022-12-03,2022-12-10,Cancelled,Upi,Online,17753.33,3766.87,49,London,GJ,14035.46,2022-12,2022
ORD00462,CUST0323,2022-03-12,2022-12-04,Returned,Wallet,Mobile App,42092.43,295.69,49,Mumbai,RJ,41845.74,2022-03,2022
ORD00463,CUST0652,2022-12-04,2022-12-08,Returned,Cod,Online,11445.15,2579.83,149,Bangalore,GJ,9014.32,2022-12,2022
ORD00464,CUST0119,2022-12-05,2022-12-06,Cancelled,Wallet,Mobile App,26676.26,4911.38,199,Ahmedabad,NY,21963.88,2022-12,2022
ORD00465,CUST0456,2022-12-05,2022-12-08,Cancelled,Upi,Mobile App,32849.67,876.35,149,London,ON,32122.32,2022-12,2022
ORD00467,CUST0602,2022-12-07,2022-12-11,Pending,Debit Card,Mobile App,6543.91,1587.22,199,Delhi,TN,5155.69,2022-12,2022
ORD00468,CUST0685,2022-12-08,2022-12-13,Shipped,Net Banking,Mobile App,40318.45,4458.47,199,Mumbai,KA,36058.98,2022-12,2022
ORD00470,CUST0318,2022-12-09,2022-12-12,Returned,Cod,In-Store,27476.95,7874.14,99,Pune,DL,19701.81,2022-12,2022
ORD00471,CUST0320,2022-12-10,2022-12-15,Returned,Wallet,Mobile App,24080.22,8939.46,49,London,TS,15189.76,2022-12,2022
ORD00472,CUST0462,2022-11-12,2022-12-18,Delivered,Cod,Mobile App,9704.24,9.66,149,Sydney,GJ,9843.58,2022-11,2022
ORD00473,CUST0040,2022-11-12,2022-12-12,Returned,Cod,Mobile App,32894.44,8450.47,0,Sydney,GJ,24443.97,2022-11,2022
ORD00474,CUST0515,2022-12-12,2022-12-19,Shipped,Cod,In-Store,26528.59,9481.56,0,New York,GJ,17047.03,2022-12,2022
ORD00475,CUST0370,2022-12-13,2022-12-18,Delivered,Debit Card,Mobile App,14815.56,869.27,149,Kolkata,GJ,14095.29,2022-12,2022
ORD00476,CUST0425,2022-12-13,2022-12-15,Delivered,Cod,In-Store,28200.01,0.0,199,Jaipur,NSW,28399.01,2022-12,2022
ORD00477,CUST0002,2022-12-14,2022-12-17,Cancelled,Upi,Online,46399.77,4372.09,149,Ahmedabad,NSW,42176.68,2022-12,2022
ORD00478,CUST0587,2022-12-15,2022-12-20,Pending,Net Banking,In-Store,23740.48,0.0,199,Mumbai,MH,23939.48,2022-12,2022
ORD00479,CUST0763,2022-12-16,2022-12-21,Cancelled,Wallet,In-Store,44206.78,4031.64,199,Kolkata,TN,40374.14,2022-12,2022
ORD00480,CUST0282,2022-12-16,2022-12-18,Shipped,Wallet,Online,39849.14,15596.85,99,Surat,NY,24351.29,2022-12,2022
ORD00482,CUST0049,2022-12-18,2022-12-21,Shipped,Cod,In-Store,14100.34,2628.39,149,Pune,MH,11620.95,2022-12,2022
ORD00483,CUST0827,2022-12-19,2022-12-24,Pending,Net Banking,Online,3623.01,1146.41,149,Ahmedabad,TS,2625.6,2022-12,2022
ORD00484,CUST0925,2022-12-19,2022-12-26,Shipped,Net Banking,In-Store,29708.09,919.69,199,Delhi,TN,28987.4,2022-12,2022
ORD00485,CUST0396,2022-12-20,2022-12-24,Returned,Upi,Online,42165.35,12631.84,149,Toronto,NY,29682.51,2022-12,2022
ORD00486,CUST0465,2022-12-21,2022-12-25,Delivered,Upi,In-Store,3333.62,658.87,0,Delhi,TS,2674.75,2022-12,2022
ORD00487,CUST0103,2022-12-22,2022-12-24,Pending,Cod,Mobile App,25545.4,6218.0,149,Bangalore,NY,19476.4,2022-12,2022
ORD00488,CUST0304,2022-12-22,2022-12-29,Pending,Upi,Online,10583.88,1115.86,199,Delhi,GJ,9667.02,2022-12,2022
ORD00489,CUST0677,2022-12-23,2022-12-24,Pending,Wallet,Mobile App,1240.42,77.18,0,London,TS,1163.24,2022-12,2022
ORD00490,CUST0838,2022-12-24,2022-12-31,Delivered,Credit Card,In-Store,7631.79,1812.33,0,Jaipur,TN,5819.46,2022-12,2022
ORD00491,CUST0516,2022-12-24,2022-12-27,Returned,Upi,Online,39338.93,9482.68,99,Delhi,LDN,29955.25,2022-12,2022
ORD00492,CUST0470,2022-12-25,2022-12-29,Pending,Wallet,In-Store,40383.28,1611.59,199,Sydney,TN,38970.69,2022-12,2022
ORD00493,CUST0540,2022-12-26,2023-01-01,Delivered,Cod,Online,32214.41,10918.55,0,Kolkata,TS,21295.86,2022-12,2022
ORD00495,CUST0071,2022-12-27,2022-12-30,Delivered,Net Banking,Online,38045.21,14696.47,0,Sydney,KA,23348.74,2022-12,2022
ORD00496,CUST0023,2022-12-28,2023-01-02,Shipped,Credit Card,Online,29348.21,2576.14,49,London,DL,26821.07,2022-12,2022
ORD00497,CUST0203,2022-12-29,2022-12-31,Shipped,Upi,In-Store,27708.63,9902.68,49,Surat,MH,17854.95,2022-12,2022
ORD00498,CUST0108,2022-12-30,2023-01-03,Pending,Credit Card,Online,33171.41,11272.14,99,Chennai,WB,21998.27,2022-12,2022
ORD00499,CUST0269,2022-12-30,2022-12-31,Returned,Wallet,Online,2406.39,687.12,0,Toronto,MH,1719.27,2022-12,2022
ORD00500,CUST0829,2022-12-31,2023-01-03,Delivered,Credit Card,Online,25600.52,4237.05,199,Bangalore,DL,21562.47,2022-12,2022
ORD00501,CUST0827,2023-01-01,2023-01-07,Shipped,Cod,Mobile App,49827.53,0.0,99,Chennai,NSW,49926.53,2023-01,2023
ORD00502,CUST0363,2023-01-01,2023-01-04,Pending,Upi,In-Store,22168.73,6559.59,49,Pune,MH,15658.14,2023-01,2023
ORD00504,CUST0933,2023-03-01,2023-01-05,Shipped,Debit Card,Mobile App,42223.47,5375.75,0,Toronto,MH,36847.72,2023-03,2023
ORD00505,CUST0400,2023-04-01,2023-01-11,Delivered,Debit Card,In-Store,26287.4,6496.85,49,Chennai,TS,19839.55,2023-04,2023
ORD00506,CUST0279,2023-01-04,2023-01-09,Shipped,Wallet,Online,14079.82,251.82,99,Surat,NSW,13927.0,2023-01,2023
ORD00507,CUST0323,2023-05-01,2023-01-11,Pending,Cod,Online,5323.06,162.57,0,Toronto,WB,5160.49,2023-05,2023
ORD00508,CUST0486,2023-06-01,2023-01-11,Delivered,Cod,In-Store,2665.17,980.51,0,Chennai,MH,1684.66,2023-06,2023
ORD00509,CUST0129,2023-01-07,2023-01-13,Delivered,Upi,Mobile App,48891.07,15513.7,0,Toronto,DL,33377.37,2023-01,2023
ORD00510,CUST0970,2023-01-07,2023-01-14,Cancelled,Debit Card,Online,22254.08,2886.79,149,London,MH,19516.29,2023-01,2023
ORD00511,CUST0783,2023-08-01,2023-01-13,Returned,Cod,Online,30126.85,8961.59,199,Chennai,NY,21364.26,2023-08,2023
ORD00512,CUST0157,2023-01-09,2023-01-12,Cancelled,Upi,Mobile App,22571.68,4030.48,0,Mumbai,TS,18541.2,2023-01,2023
ORD00513,CUST0469,2023-10-01,2023-01-13,Returned,Credit Card,In-Store,31976.6,3869.85,99,New York,DL,28205.75,2023-10,2023
ORD00514,CUST0336,2023-01-10,2023-01-16,Returned,Cod,Online,13243.89,0.0,199,Sydney,TN,13442.89,2023-01,2023
ORD00515,CUST0678,2023-01-11,2023-01-15,Returned,Wallet,In-Store,40988.2,6939.44,149,Pune,DL,34197.76,2023-01,2023
ORD00516,CUST0484,2023-01-12,2023-01-15,Delivered,Cod,Mobile App,3413.04,297.52,49,Hyderabad,TN,3164.52,2023-01,2023
ORD00517,CUST0615,2023-01-12,2023-01-17,Pending,Debit Card,In-Store,37943.29,7680.21,49,Jaipur,MH,30312.08,2023-01,2023
ORD00518,CUST0276,2023-01-13,2023-01-16,Shipped,Credit Card,In-Store,47250.67,6918.47,49,Hyderabad,MH,40381.2,2023-01,2023
ORD00519,CUST0810,2023-01-14,2023-01-21,Returned,Upi,Online,7450.38,1308.83,0,London,MH,6141.55,2023-01,2023
ORD00520,CUST0056,2023-01-15,2023-01-16,Pending,Wallet,In-Store,38723.76,3227.66,0,Surat,LDN,35496.1,2023-01,2023
ORD00521,CUST0466,2023-01-15,2023-01-22,Pending,Debit Card,Mobile App,16638.19,2451.06,99,London,GJ,14286.13,2023-01,2023
ORD00522,CUST0744,2023-01-16,2023-01-19,Shipped,Debit Card,In-Store,11415.76,799.33,0,Pune,GJ,10616.43,2023-01,2023
ORD00523,CUST0275,2023-01-17,2023-01-20,Shipped,Credit Card,Mobile App,18705.13,4115.06,99,Delhi,TS,14689.07,2023-01,2023
ORD00524,CUST0028,2023-01-18,2023-01-25,Pending,Debit Card,In-Store,39875.14,382.26,149,Sydney,KA,39641.88,2023-01,2023
ORD00525,CUST0228,2023-01-18,2023-01-23,Shipped,Debit Card,Online,39755.99,13462.32,99,Sydney,MH,26392.67,2023-01,2023
ORD00526,CUST0220,2023-01-19,2023-01-22,Cancelled,Cod,Online,17334.31,4383.43,99,Kolkata,LDN,13049.88,2023-01,2023
ORD00527,CUST0879,2023-01-20,2023-01-25,Cancelled,Credit Card,In-Store,46086.75,8978.73,199,Pune,GJ,37307.02,2023-01,2023
ORD00528,CUST0960,2023-01-20,2023-01-27,Cancelled,Cod,In-Store,246.58,1.29,49,Ahmedabad,ON,294.29,2023-01,2023
ORD00529,CUST0461,2023-01-21,2023-01-28,Cancelled,Cod,In-Store,33253.78,5380.32,199,Sydney,KA,28072.46,2023-01,2023
ORD00530,CUST0272,2023-01-22,2023-01-25,Returned,Credit Card,In-Store,14405.3,5753.09,49,Mumbai,NY,8701.21,2023-01,2023
ORD00531,CUST0265,2023-01-23,2023-01-25,Shipped,Debit Card,In-Store,13745.52,2636.46,0,Ahmedabad,NY,11109.06,2023-01,2023
ORD00532,CUST0634,2023-01-23,2023-01-27,Returned,Debit Card,Online,28166.39,7818.93,149,Surat,KA,20496.46,2023-01,2023
ORD00533,CUST0643,2023-01-24,2023-01-28,Pending,Wallet,Mobile App,6510.23,2110.26,49,Hyderabad,NY,4448.97,2023-01,2023
ORD00534,CUST0595,2023-01-25,2023-01-30,Returned,Cod,Online,31882.4,0.0,49,Chennai,TN,31931.4,2023-01,2023
ORD00535,CUST0629,2023-01-26,2023-01-29,Shipped,Net Banking,Online,21295.14,7263.7,99,Bangalore,GJ,14130.44,2023-01,2023
ORD00536,CUST0944,2023-01-26,2023-01-29,Returned,Credit Card,Online,28799.38,7439.57,149,Sydney,MH,21508.81,2023-01,2023
ORD00537,CUST0993,2023-01-27,2023-01-30,Pending,Wallet,Mobile App,27935.73,2107.56,149,Delhi,WB,25977.17,2023-01,2023
ORD00538,CUST0538,2023-01-28,2023-02-02,Shipped,Upi,Online,37338.12,14785.11,149,London,ON,22702.01,2023-01,2023
ORD00539,CUST0461,2023-01-29,2023-02-03,Delivered,Wallet,Online,7063.54,885.62,149,Jaipur,NSW,6326.92,2023-01,2023
ORD00540,CUST0004,2023-01-29,2023-02-01,Delivered,Cod,Online,40584.26,14962.92,49,Chennai,LDN,25670.34,2023-01,2023
ORD00541,CUST0619,2023-01-30,2023-02-01,Cancelled,Upi,Online,6768.61,1892.36,49,Mumbai,GJ,4925.25,2023-01,2023
ORD00542,CUST0966,2023-01-31,2023-02-02,Delivered,Cod,Online,2076.93,747.4,49,Bangalore,KA,1378.53,2023-01,2023
ORD00543,CUST0236,2023-01-31,2023-02-05,Pending,Upi,In-Store,27730.96,9884.46,149,Hyderabad,NY,17995.5,2023-01,2023
ORD00544,CUST0253,2023-02-01,2023-02-08,Shipped,Net Banking,In-Store,4779.99,1652.43,199,Bangalore,DL,3326.56,2023-02,2023
ORD00545,CUST0624,2023-02-02,2023-02-09,Pending,Cod,Online,15291.01,0.0,0,Kolkata,GJ,15291.01,2023-02,2023
ORD00546,CUST0110,2023-02-03,2023-02-07,Pending,Cod,Mobile App,10643.31,3307.36,99,New York,WB,7434.95,2023-02,2023
ORD00547,CUST0726,2023-02-03,2023-02-05,Shipped,Wallet,Mobile App,19833.1,2859.91,99,Hyderabad,ON,17072.19,2023-02,2023
ORD00548,CUST0235,2023-04-02,2023-02-09,Delivered,Upi,In-Store,40696.45,1791.35,149,Kolkata,ON,39054.1,2023-04,2023
ORD00549,CUST0403,2023-02-05,2023-02-07,Delivered,Net Banking,Online,19042.54,506.41,199,London,DL,18735.13,2023-02,2023
ORD00550,CUST0766,2023-02-06,2023-02-07,Cancelled,Upi,Mobile App,45239.34,6901.57,199,Jaipur,LDN,38536.77,2023-02,2023
ORD00551,CUST0993,2023-02-06,2023-02-12,Pending,Upi,Mobile App,37920.89,9698.02,149,Toronto,RJ,28371.87,2023-02,2023
ORD00552,CUST0630,2023-02-07,2023-02-09,Pending,Cod,In-Store,44051.85,0.0,99,Pune,ON,44150.85,2023-02,2023
ORD00553,CUST0296,2023-02-08,2023-02-12,Cancelled,Cod,Mobile App,16236.48,6317.96,99,New York,ON,10017.52,2023-02,2023
ORD00554,CUST0092,2023-02-08,2023-02-15,Cancelled,Upi,In-Store,48940.61,16282.41,99,New York,GJ,32757.2,2023-02,2023
ORD00555,CUST0191,2023-02-09,2023-02-11,Pending,Upi,Online,12865.32,2826.9,149,Pune,ON,10187.42,2023-02,2023
ORD00556,CUST0836,2023-02-10,2023-02-14,Pending,Credit Card,Mobile App,26843.59,6148.93,99,London,RJ,20793.66,2023-02,2023
ORD00557,CUST0646,2023-02-11,2023-02-17,Returned,Credit Card,Online,11747.91,1187.44,99,Delhi,GJ,10659.47,2023-02,2023
ORD00558,CUST0415,2023-02-11,2023-02-12,Pending,Upi,In-Store,34818.25,5205.9,149,Surat,RJ,29761.35,2023-02,2023
ORD00559,CUST0987,2023-12-02,2023-12-05,Pending,Cod,In-Store,7525.96,279.35,99,Mumbai,GJ,7345.61,2023-12,2023
ORD00560,CUST0308,2023-02-13,2023-02-19,Delivered,Cod,Online,26346.56,4916.87,99,Bangalore,LDN,21528.69,2023-02,2023
ORD00561,CUST0073,2023-02-14,2023-02-19,Delivered,Debit Card,Mobile App,34441.36,3988.49,199,London,RJ,30651.87,2023-02,2023
ORD00562,CUST0005,2023-02-14,2023-02-16,Returned,Upi,In-Store,24827.8,4324.47,0,Mumbai,NSW,20503.33,2023-02,2023
ORD00563,CUST0854,2023-02-15,2023-02-18,Returned,Wallet,In-Store,26463.99,3958.76,0,Hyderabad,NSW,22505.23,2023-02,2023
ORD00564,CUST0395,2023-02-16,2023-02-17,Cancelled,Net Banking,Online,26842.09,10361.36,0,Delhi,GJ,16480.73,2023-02,2023
ORD00565,CUST0018,2023-02-16,2023-02-19,Delivered,Upi,Online,16296.17,6116.4,99,Sydney,GJ,10278.77,2023-02,2023
ORD00566,CUST0230,2023-02-17,2023-02-20,Pending,Wallet,Online,20686.38,5223.79,0,Toronto,WB,15462.59,2023-02,2023
ORD00567,CUST0172,2023-02-18,2023-02-21,Cancelled,Debit Card,Mobile App,27484.75,1069.9,199,New York,GJ,26613.85,2023-02,2023
ORD00568,CUST0437,2023-02-19,2023-02-23,Cancelled,Upi,In-Store,16072.17,1936.33,99,Delhi,LDN,14234.84,2023-02,2023
ORD00569,CUST0778,2023-02-19,2023-02-26,Pending,Debit Card,Online,20386.65,4468.07,0,Pune,GJ,15918.58,2023-02,2023
ORD00570,CUST0829,2023-02-20,2023-02-27,Pending,Cod,Online,28951.48,2292.06,0,London,MH,26659.42,2023-02,2023
ORD00573,CUST0240,2023-02-22,2023-03-01,Delivered,Upi,Online,16823.35,4679.41,99,Jaipur,TN,12242.94,2023-02,2023
ORD00574,CUST0963,2023-02-23,2023-02-24,Shipped,Upi,Mobile App,14486.5,0.0,99,Mumbai,RJ,14585.5,2023-02,2023
ORD00575,CUST0067,2023-02-24,2023-03-03,Cancelled,Credit Card,In-Store,24071.94,992.7,0,Toronto,GJ,23079.24,2023-02,2023
ORD00576,CUST0720,2023-02-25,2023-03-04,Pending,Upi,Online,28362.85,216.62,149,Pune,GJ,28295.23,2023-02,2023
ORD00577,CUST0662,2023-02-25,2023-03-01,Pending,Wallet,Mobile App,42455.35,8818.94,49,Delhi,NY,33685.41,2023-02,2023
ORD00578,CUST0570,2023-02-26,2023-03-02,Cancelled,Wallet,Mobile App,1964.18,778.77,49,Mumbai,DL,1234.41,2023-02,2023
ORD00579,CUST0047,2023-02-27,2023-03-03,Delivered,Credit Card,Mobile App,9291.04,654.46,99,Surat,KA,8735.58,2023-02,2023
ORD00580,CUST0357,2023-02-27,2023-02-28,Shipped,Wallet,In-Store,4870.73,1292.21,199,Chennai,ON,3777.52,2023-02,2023
ORD00581,CUST0501,2023-02-28,2023-03-06,Pending,Credit Card,In-Store,5782.2,480.47,199,Chennai,TN,5500.73,2023-02,2023
ORD00582,CUST0948,2023-01-03,2023-03-07,Shipped,Credit Card,Online,5141.33,468.53,49,Hyderabad,GJ,4721.8,2023-01,2023
ORD00583,CUST0971,2023-03-02,2023-03-09,Returned,Credit Card,Mobile App,47772.31,2230.85,49,Kolkata,RJ,45590.46,2023-03,2023
ORD00584,CUST0407,2023-02-03,2023-02-06,Cancelled,Credit Card,Online,12782.73,4256.16,149,Toronto,DL,8675.57,2023-02,2023
ORD00585,CUST0248,2023-03-03,2023-03-06,Delivered,Upi,In-Store,10907.26,810.06,149,Pune,RJ,10246.2,2023-03,2023
ORD00586,CUST0090,2023-04-03,2023-04-06,Returned,Cod,In-Store,30509.65,5225.65,0,London,GJ,25284.0,2023-04,2023
ORD00587,CUST0702,2023-03-05,2023-03-09,Returned,Credit Card,Mobile App,21559.42,1667.2,49,Chennai,TN,19941.22,2023-03,2023
ORD00588,CUST0857,2023-03-05,2023-03-11,Shipped,Wallet,Online,29208.83,4166.46,149,Chennai,GJ,25191.37,2023-03,2023
ORD00589,CUST0038,2023-03-06,2023-03-08,Shipped,Net Banking,Online,23730.32,8589.53,49,Kolkata,GJ,15189.79,2023-03,2023
ORD00590,CUST0084,2023-07-03,2023-03-14,Delivered,Cod,Online,31885.11,4598.13,199,Chennai,NY,27485.98,2023-07,2023
ORD00591,CUST0028,2023-03-07,2023-03-10,Cancelled,Net Banking,In-Store,20297.82,6287.43,99,Toronto,NY,14109.39,2023-03,2023
ORD00592,CUST0547,2023-03-08,2023-03-10,Returned,Wallet,In-Store,49093.64,7939.11,99,Chennai,ON,41253.53,2023-03,2023
ORD00593,CUST0618,2023-09-03,2023-03-16,Delivered,Wallet,Online,24447.47,8773.96,49,Mumbai,KA,15722.51,2023-09,2023
ORD00594,CUST0416,2023-03-10,2023-03-17,Pending,Upi,Online,32015.09,775.77,149,Pune,MH,31388.32,2023-03,2023
ORD00595,CUST0660,2023-10-03,2023-03-16,Returned,Debit Card,Mobile App,23689.35,9405.8,49,Ahmedabad,TS,14332.55,2023-10,2023
ORD00596,CUST0341,2023-03-11,2023-03-12,Pending,Credit Card,In-Store,34928.66,2225.01,149,London,RJ,32852.65,2023-03,2023
ORD00597,CUST0303,2023-03-12,2023-03-16,Shipped,Cod,Online,46197.82,7277.2,99,Toronto,GJ,39019.62,2023-03,2023
ORD00598,CUST0417,2023-03-13,2023-03-19,Delivered,Credit Card,Online,28103.53,7854.85,149,Pune,TN,20397.68,2023-03,2023
ORD00599,CUST0806,2023-03-13,2023-03-15,Returned,Cod,In-Store,38317.03,8451.88,99,London,MH,29964.15,2023-03,2023
ORD00600,CUST0097,2023-03-14,2023-03-19,Shipped,Upi,Online,10207.14,3718.6,149,Hyderabad,TS,6637.54,2023-03,2023
ORD00601,CUST0170,2023-03-15,2023-03-21,Delivered,Debit Card,In-Store,14960.73,2027.21,0,Chennai,MH,12933.52,2023-03,2023
ORD00602,CUST0330,2023-03-16,2023-03-23,Shipped,Credit Card,Mobile App,32278.58,12059.43,49,Ahmedabad,DL,20268.15,2023-03,2023
ORD00603,CUST0232,2023-03-16,2023-03-22,Returned,Credit Card,Online,11307.82,1227.82,99,London,GJ,10179.0,2023-03,2023
ORD00605,CUST0039,2023-03-18,2023-03-24,Pending,Upi,Online,26966.16,3193.17,149,Mumbai,MH,23921.99,2023-03,2023
ORD00606,CUST0398,2023-03-18,2023-03-20,Returned,Credit Card,In-Store,30460.08,10836.71,199,Mumbai,MH,19822.37,2023-03,2023
