order_id,customer_id,order_date,ship_date,order_status,payment_method,sales_channel,order_amount,discount_amount,shipping_fee,city,state
ORD00465,CUST0456,2022-12-05,2022-12-08,Cancelled,UPI ,Mobile App,32849.67,876.35,149,London,ON
ORD00466,CUST0895,12-06-2022,2022-12-08,Pending,credit card,IN-STORE,0.0,9920.49,49,Pune,NY
ORD00467,CUST0602,07/12/2022,2022-12-11,pending,Debit Card,Mobile App,6543.91,1587.22,199,Delhi,TN
ORD00468,CUST0685,08/12/2022,2022-12-13,SHIPPED,Net Banking,Mobile App,40318.45,4458.47,199,Mumbai,KA
ORD00469,CUST0003,12-08-2022,2022-12-10,Cancelled,Credit Card,mobile app,0.0,2581.69,149,Mumbai,ON
ORD00470,CUST0318,2022-12-09,,returned,COD,IN-STORE,27476.95,7874.14,99,Pune,DL
ORD00471,CUST0320,2022-12-10,2022-12-15,returned,WALLET,mobile app,24080.22,8939.46,49,London,TS
ORD00472,CUST0462,12-11-2022,2022-12-18,Delivered,COD,mobile app,9704.24,9.66,149,Sydney,GJ
ORD00473,CUST0040,12-11-2022,2022-12-12,Returned,  COD,Mobile App,32894.44,8450.47,0,Sydney,GJ
ORD00474,CUST0515,12/12/2022,2022-12-19,SHIPPED,COD,IN-STORE,26528.59,9481.56,0,New York,GJ
ORD00475,CUST0370,2022-12-13,2022-12-18,Delivered,Debit Card,Mobile App,14815.56,869.27,149,Kolkata,GJ
ORD00476,CUST0425,12-13-2022,2022-12-15,Delivered,COD,In-Store,28200.01,-100.0,199,Jaipur,NSW
ORD00477,CUST0002,2022-12-14,2022-12-17,CANCELLED,UPI,Online,46399.77,4372.09,149,Ahmedabad,NSW
ORD00478,CUST0587,12-15-2022,2022-12-20,Pending,Net Banking,IN-STORE,23740.48,,199,Mumbai,MH
ORD00479,CUST0763,2022-12-16,2022-12-21,Cancelled,Wallet,In-Store,44206.78,4031.64,199,Kolkata,TN
ORD00480,CUST0282,2022-12-16,2022-12-18,SHIPPED,Wallet,online,39849.14,15596.85,99,Surat,NY
ORD00265,CUST0812,2022-12-17,2022-12-18,returned,UPI,IN-STORE,35751.92,8976.41,149,Mumbai,KA
ORD00482,CUST0049,2022-12-18,,SHIPPED,  COD,In-Store,14100.34,2628.39,149,Pune,MH
ORD00483,CUST0827,19/12/2022,2022-12-24,Pending,Net Banking,Online,3623.01,1146.41,149,Ahmedabad,TS
ORD00484,CUST0925,19/12/2022,2022-12-26,SHIPPED,Net Banking,In-Store,29708.09,919.69,199,Delhi,TN
ORD00485,CUST0396,20/12/2022,2022-12-24,returned,UPI ,online,42165.35,12631.84,149,Toronto,NY
ORD00486,CUST0465,2022-12-21,2022-12-25,Delivered,UPI,In-Store,3333.62,658.87,0,Delhi,TS
ORD00487,CUST0103,22/12/2022,2022-12-24,Pending,  COD,mobile app,25545.4,6218.0,149,Bangalore,NY
ORD00488,CUST0304,12-22-2022,2022-12-29,Pending,UPI ,online,10583.88,1115.86,199,Delhi,GJ
ORD00489,CUST0677,23/12/2022,2022-12-24,Pending,Wallet,Mobile App,1240.42,77.18,0,London,TS
ORD00490,CUST0838,24/12/2022,2022-12-31,Delivered,credit card,IN-STORE,7631.79,1812.33,0,Jaipur,TN
ORD00491,CUST0516,24/12/2022,2022-12-27,returned,UPI ,online,39338.93,9482.68,99,Delhi,LDN
ORD00492,CUST0470,25/12/2022,2022-12-29,pending,WALLET,In-Store,40383.28,1611.59,199,Sydney,TN
ORD00493,CUST0540,2022-12-26,2023-01-01,delivered,  COD,online,32214.41,10918.55,0,Kolkata,TS
ORD00494,CUST0218,2022-12-27,2023-01-02,delivered,Debit Card,online,,10495.95,149,Ahmedabad,TS
ORD00495,CUST0071,27/12/2022,,Delivered,Net Banking,online,38045.21,14696.47,0,Sydney,KA
ORD00496,CUST0023,12-28-2022,2023-01-02,SHIPPED,Credit Card,online,29348.21,2576.14,49,London,DL
ORD00497,CUST0203,29/12/2022,2022-12-31,Shipped,UPI,IN-STORE,27708.63,9902.68,49,Surat,MH
ORD00498,CUST0108,2022-12-30,2023-01-03,pending,credit card,online,33171.41,11272.14,99,Chennai,WB
ORD00499,CUST0269,2022-12-30,2022-12-31,returned,Wallet,online,2406.39,687.12,0,Toronto,MH
ORD00500,CUST0829,2022-12-31,2023-01-03,Delivered,credit card,online,25600.52,4237.05,199,Bangalore,DL
ORD00501,CUST0827,01/01/2023,2023-01-07,SHIPPED,COD,Mobile App,49827.53,-100.0,99,Chennai,NSW
ORD00502,CUST0363,01-01-2023,2023-01-04,pending,UPI ,IN-STORE,22168.73,6559.59,49,Pune,MH
ORD00478,CUST0782,01-02-2023,2023-01-08,Delivered,UPI ,In-Store,44004.64,1762.83,99,Toronto,ON
ORD00504,CUST0933,01-03-2023,2023-01-05,Shipped,Debit Card,Mobile App,42223.47,5375.75,0,Toronto,MH
ORD00505,CUST0400,01-04-2023,2023-01-11,delivered,Debit Card,IN-STORE,26287.4,6496.85,49,Chennai,TS
ORD00506,CUST0279,2023-01-04,2023-01-09,Shipped,Wallet,online,14079.82,251.82,99,Surat,NSW
ORD00507,CUST0323,01-05-2023,2023-01-11,Pending,  COD,Online,5323.06,162.57,0,Toronto,WB
ORD00508,CUST0486,01-06-2023,2023-01-11,Delivered,  COD,In-Store,2665.17,980.51,0,Chennai,MH
ORD00509,CUST0129,2023-01-07,2023-01-13,Delivered,UPI,Mobile App,48891.07,15513.7,0,Toronto,DL
ORD00510,CUST0970,07/01/2023,2023-01-14,Cancelled,Debit Card,Online,22254.08,2886.79,149,London,MH
ORD00511,CUST0783,01-08-2023,2023-01-13,returned,  COD,online,30126.85,8961.59,199,Chennai,NY
ORD00512,CUST0157,09/01/2023,2023-01-12,Cancelled,UPI ,Mobile App,22571.68,4030.48,0,Mumbai,TS
ORD00513,CUST0469,01-10-2023,2023-01-13,Returned,Credit Card,IN-STORE,31976.6,3869.85,99,New York,DL
ORD00514,CUST0336,2023-01-10,2023-01-16,Returned,  COD,Online,13243.89,,199,Sydney,TN
ORD00515,CUST0678,11/01/2023,2023-01-15,returned,WALLET,IN-STORE,40988.2,6939.44,149,Pune,DL
ORD00516,CUST0484,2023-01-12,2023-01-15,Delivered,COD,Mobile App,3413.04,297.52,49,Hyderabad,TN
ORD00517,CUST0615,12/01/2023,2023-01-17,pending,Debit Card,In-Store,37943.29,7680.21,49,Jaipur,MH
ORD00518,CUST0276,2023-01-13,2023-01-16,SHIPPED,Credit Card,IN-STORE,47250.67,6918.47,49,Hyderabad,MH
ORD00519,CUST0810,2023-01-14,2023-01-21,returned,UPI ,Online,7450.38,1308.83,0,London,MH
ORD00520,CUST0056,2023-01-15,2023-01-16,pending,WALLET,IN-STORE,38723.76,3227.66,0,Surat,LDN
ORD00521,CUST0466,15/01/2023,2023-01-22,Pending,Debit Card,mobile app,16638.19,2451.06,99,London,GJ
ORD00522,CUST0744,16/01/2023,,Shipped,Debit Card,IN-STORE,11415.76,799.33,0,Pune,GJ
ORD00523,CUST0275,01-17-2023,2023-01-20,SHIPPED,credit card,Mobile App,18705.13,4115.06,99,Delhi,TS
ORD00524,CUST0028,18/01/2023,2023-01-25,Pending,Debit Card,In-Store,39875.14,382.26,149,Sydney,KA
ORD00525,CUST0228,01-18-2023,2023-01-23,Shipped,Debit Card,online,39755.99,13462.32,99,Sydney,MH
ORD00526,CUST0220,19/01/2023,2023-01-22,CANCELLED,COD,online,17334.31,4383.43,99,Kolkata,LDN
ORD00527,CUST0879,20/01/2023,2023-01-25,Cancelled,credit card,In-Store,46086.75,8978.73,199,Pune,GJ
ORD00528,CUST0960,01-20-2023,2023-01-27,Cancelled,COD,In-Store,246.58,1.29,49,Ahmedabad,ON
ORD00529,CUST0461,01-21-2023,2023-01-28,Cancelled,COD,In-Store,33253.78,5380.32,199,Sydney,KA
ORD00530,CUST0272,01-22-2023,2023-01-25,returned,credit card,IN-STORE,14405.3,5753.09,49,Mumbai,NY
ORD00531,CUST0265,23/01/2023,2023-01-25,Shipped,Debit Card,IN-STORE,13745.52,2636.46,0,Ahmedabad,NY
ORD00532,CUST0634,01-23-2023,2023-01-27,returned,Debit Card,Online,28166.39,7818.93,149,Surat,KA
ORD00533,CUST0643,24/01/2023,2023-01-28,Pending,WALLET,mobile app,6510.23,2110.26,49,Hyderabad,NY
ORD00534,CUST0595,01-25-2023,2023-01-30,returned,  COD,online,31882.4,,49,Chennai,TN
ORD00535,CUST0629,26/01/2023,,SHIPPED,Net Banking,online,21295.14,7263.7,99,Bangalore,GJ
ORD00536,CUST0944,2023-01-26,2023-01-29,returned,Credit Card,Online,28799.38,7439.57,149,Sydney,MH
ORD00537,CUST0993,2023-01-27,2023-01-30,Pending,WALLET,Mobile App,27935.73,2107.56,149,Delhi,WB
ORD00538,CUST0538,2023-01-28,2023-02-02,Shipped,UPI ,Online,37338.12,14785.11,149,London,ON
ORD00539,CUST0461,2023-01-29,2023-02-03,Delivered,Wallet,Online,7063.54,885.62,149,Jaipur,NSW
ORD00540,CUST0004,01-29-2023,2023-02-01,delivered,COD,Online,40584.26,14962.92,49,Chennai,LDN
ORD00541,CUST0619,30/01/2023,2023-02-01,Cancelled,UPI,Online,6768.61,1892.36,49,Mumbai,GJ
ORD00542,CUST0966,01-31-2023,2023-02-02,Delivered,COD,Online,2076.93,747.4,49,Bangalore,KA
ORD00543,CUST0236,31/01/2023,2023-02-05,pending,UPI ,In-Store,27730.96,9884.46,149,Hyderabad,NY
ORD00544,CUST0253,01/02/2023,2023-02-08,Shipped,Net Banking,IN-STORE,4779.99,1652.43,199,Bangalore,DL
ORD00545,CUST0624,2023-02-02,2023-02-09,Pending,  COD,Online,15291.01,,0,Kolkata,GJ
ORD00546,CUST0110,2023-02-03,2023-02-07,Pending,  COD,Mobile App,10643.31,3307.36,99,New York,WB
ORD00547,CUST0726,03/02/2023,2023-02-05,SHIPPED,Wallet,Mobile App,19833.1,2859.91,99,Hyderabad,ON
ORD00548,CUST0235,02-04-2023,2023-02-09,Delivered,UPI,IN-STORE,40696.45,1791.35,149,Kolkata,ON
ORD00549,CUST0403,05/02/2023,2023-02-07,Delivered,Net Banking,Online,19042.54,506.41,199,London,DL
ORD00550,CUST0766,06/02/2023,2023-02-07,CANCELLED,UPI ,Mobile App,45239.34,6901.57,199,Jaipur,LDN
ORD00551,CUST0993,06/02/2023,2023-02-12,Pending,UPI ,Mobile App,37920.89,9698.02,149,Toronto,RJ
ORD00552,CUST0630,2023-02-07,2023-02-09,Pending,COD,In-Store,44051.85,88103.7,99,Pune,ON
ORD00553,CUST0296,2023-02-08,2023-02-12,CANCELLED,  COD,mobile app,16236.48,6317.96,99,New York,ON
ORD00554,CUST0092,08/02/2023,2023-02-15,Cancelled,UPI ,In-Store,48940.61,16282.41,99,New York,GJ
ORD00555,CUST0191,09/02/2023,2023-02-11,pending,UPI ,online,12865.32,2826.9,149,Pune,ON
ORD00556,CUST0836,2023-02-10,2023-02-14,pending,Credit Card,Mobile App,26843.59,6148.93,99,London,RJ
ORD00557,CUST0646,2023-02-11,2023-02-17,Returned,Credit Card,online,11747.91,1187.44,99,Delhi,GJ
ORD00558,CUST0415,2023-02-11,2023-02-12,Pending,UPI ,IN-STORE,34818.25,5205.9,149,Surat,RJ
ORD00559,CUST0987,02-12-2023,,pending,  COD,In-Store,7525.96,279.35,99,Mumbai,GJ
ORD00560,CUST0308,02-13-2023,2023-02-19,Delivered,  COD,Online,26346.56,4916.87,99,Bangalore,LDN
ORD00561,CUST0073,14/02/2023,2023-02-19,delivered,Debit Card,Mobile App,34441.36,3988.49,199,London,RJ
ORD00562,CUST0005,2023-02-14,2023-02-16,Returned,UPI,IN-STORE,24827.8,4324.47,0,Mumbai,NSW
ORD00563,CUST0854,2023-02-15,2023-02-18,returned,Wallet,IN-STORE,26463.99,3958.76,0,Hyderabad,NSW
ORD00564,CUST0395,16/02/2023,2023-02-17,CANCELLED,Net Banking,Online,26842.09,10361.36,0,Delhi,GJ
ORD00565,CUST0018,02-16-2023,2023-02-19,delivered,UPI,Online,16296.17,6116.4,99,Sydney,GJ
ORD00566,CUST0230,2023-02-17,2023-02-20,pending,Wallet,Online,20686.38,5223.79,0,Toronto,WB
ORD00567,CUST0172,02-18-2023,2023-02-21,CANCELLED,Debit Card,mobile app,27484.75,1069.9,199,New York,GJ
ORD00568,CUST0437,2023-02-19,2023-02-23,CANCELLED,UPI,IN-STORE,16072.17,1936.33,99,Delhi,LDN
ORD00569,CUST0778,02-19-2023,2023-02-26,pending,Debit Card,online,20386.65,4468.07,0,Pune,GJ
ORD00570,CUST0829,20/02/2023,2023-02-27,Pending,  COD,Online,28951.48,2292.06,0,London,MH
ORD00571,CUST0462,02-21-2023,,CANCELLED,Credit Card,online,-500.0,2775.16,149,Hyderabad,NSW
ORD00287,CUST0360,22/02/2023,2023-02-24,Pending,  COD,Mobile App,9332.47,1874.72,99,Jaipur,DL
ORD00573,CUST0240,2023-02-22,2023-03-01,Delivered,UPI,online,16823.35,4679.41,99,Jaipur,TN
ORD00574,CUST0963,02-23-2023,2023-02-24,SHIPPED,UPI,mobile app,14486.5,-100.0,99,Mumbai,RJ
ORD00575,CUST0067,24/02/2023,2023-03-03,Cancelled,credit card,IN-STORE,24071.94,992.7,0,Toronto,GJ
ORD00576,CUST0720,02-25-2023,2023-03-04,Pending,UPI ,Online,28362.85,216.62,149,Pune,GJ
ORD00577,CUST0662,25/02/2023,2023-03-01,Pending,WALLET,Mobile App,42455.35,8818.94,49,Delhi,NY
ORD00578,CUST0570,02-26-2023,2023-03-02,CANCELLED,WALLET,mobile app,1964.18,778.77,49,Mumbai,DL
ORD00579,CUST0047,27/02/2023,2023-03-03,Delivered,Credit Card,mobile app,9291.04,654.46,99,Surat,KA
ORD00580,CUST0357,27/02/2023,2023-02-28,Shipped,WALLET,IN-STORE,4870.73,1292.21,199,Chennai,ON
ORD00581,CUST0501,2023-02-28,2023-03-06,Pending,credit card,IN-STORE,5782.2,480.47,199,Chennai,TN
ORD00582,CUST0948,03-01-2023,2023-03-07,SHIPPED,credit card,Online,5141.33,468.53,49,Hyderabad,GJ
ORD00583,CUST0971,2023-03-02,2023-03-09,returned,credit card,Mobile App,47772.31,2230.85,49,Kolkata,RJ
ORD00584,CUST0407,03-02-2023,,CANCELLED,Credit Card,online,12782.73,4256.16,149,Toronto,DL
ORD00585,CUST0248,03/03/2023,2023-03-06,Delivered,UPI,In-Store,10907.26,810.06,149,Pune,RJ
ORD00586,CUST0090,03-04-2023,,Returned,  COD,IN-STORE,30509.65,5225.65,0,London,GJ
ORD00587,CUST0702,2023-03-05,2023-03-09,Returned,credit card,mobile app,21559.42,1667.2,49,Chennai,TN
ORD00588,CUST0857,2023-03-05,2023-03-11,SHIPPED,Wallet,Online,29208.83,4166.46,149,Chennai,GJ
ORD00589,CUST0038,06/03/2023,2023-03-08,SHIPPED,Net Banking,online,23730.32,8589.53,49,Kolkata,GJ
ORD00590,CUST0084,03-07-2023,2023-03-14,delivered,  COD,online,31885.11,4598.13,199,Chennai,NY
ORD00591,CUST0028,2023-03-07,,CANCELLED,Net Banking,IN-STORE,20297.82,6287.43,99,Toronto,NY
ORD00592,CUST0547,08/03/2023,2023-03-10,returned,WALLET,IN-STORE,49093.64,7939.11,99,Chennai,ON
ORD00593,CUST0618,03-09-2023,2023-03-16,delivered,Wallet,online,24447.47,8773.96,49,Mumbai,KA
ORD00594,CUST0416,2023-03-10,2023-03-17,Pending,UPI ,online,32015.09,775.77,149,Pune,MH
ORD00595,CUST0660,03-10-2023,2023-03-16,Returned,Debit Card,mobile app,23689.35,9405.8,49,Ahmedabad,TS
ORD00596,CUST0341,2023-03-11,2023-03-12,pending,credit card,In-Store,34928.66,2225.01,149,London,RJ
ORD00597,CUST0303,2023-03-12,2023-03-16,SHIPPED,COD,online,46197.82,7277.2,99,Toronto,GJ
ORD00598,CUST0417,13/03/2023,2023-03-19,Delivered,credit card,online,28103.53,7854.85,149,Pune,TN
ORD00599,CUST0806,13/03/2023,2023-03-15,returned,  COD,In-Store,38317.03,8451.88,99,London,MH
ORD00600,CUST0097,2023-03-14,2023-03-19,SHIPPED,UPI,Online,10207.14,3718.6,149,Hyderabad,TS
ORD00601,CUST0170,03-15-2023,2023-03-21,Delivered,Debit Card,IN-STORE,14960.73,2027.21,0,Chennai,MH
ORD00602,CUST0330,16/03/2023,2023-03-23,SHIPPED,Credit Card,mobile app,32278.58,12059.43,49,Ahmedabad,DL
ORD00603,CUST0232,2023-03-16,2023-03-22,Returned,Credit Card,online,11307.82,1227.82,99,London,GJ
ORD00604,CUST0406,03-17-2023,2023-03-20,pending,Net Banking,Online,-500.0,3693.22,199,Sydney,TS
ORD00605,CUST0039,03-18-2023,2023-03-24,Pending,UPI ,Online,26966.16,3193.17,149,Mumbai,MH
ORD00606,CUST0398,2023-03-18,2023-03-20,Returned,Credit Card,In-Store,30460.08,10836.71,199,Mumbai,MH
ORD00607,CUST0954,03-19-2023,2023-03-25,delivered,WALLET,In-Store,4899.46,1686.28,199,Surat,LDN
ORD00608,CUST0296,20/03/2023,2023-03-22,Pending,Credit Card,online,39102.42,10257.01,149,Sydney,RJ
ORD00609,CUST0022,2023-03-21,2023-03-26,delivered,UPI ,In-Store,24905.43,2074.32,49,Jaipur,WB
ORD00610,CUST0063,2023-03-21,2023-03-22,pending,Credit Card,online,8385.7,2784.38,0,Hyderabad,RJ
ORD00611,CUST0288,22/03/2023,2023-03-28,Cancelled,Net Banking,Mobile App,30715.87,,199,Delhi,ON
ORD00612,CUST0452,2023-03-23,2023-03-30,pending,UPI ,In-Store,19391.21,2133.8,49,Kolkata,NSW
ORD00613,CUST0298,2023-03-24,2023-03-26,CANCELLED,  COD,mobile app,48954.38,7798.08,49,Toronto,DL
ORD00614,CUST0974,2023-03-24,2023-03-29,pending,Credit Card,In-Store,38685.72,6141.13,99,Hyderabad,NY
ORD00615,CUST0534,2023-03-25,2023-03-29,Returned,  COD,Online,37458.4,14855.93,49,Chennai,LDN
ORD00616,CUST0410,2023-03-26,2023-03-31,pending,  COD,Mobile App,17289.19,2804.03,49,Ahmedabad,ON
ORD00617,CUST0476,2023-03-26,2023-03-31,pending,credit card,IN-STORE,37427.76,8759.28,199,Ahmedabad,GJ
ORD00618,CUST0614,03-27-2023,2023-03-31,CANCELLED,credit card,online,10840.05,3558.4,99,Mumbai,NSW
ORD00619,CUST0308,2023-03-28,2023-04-04,CANCELLED,WALLET,IN-STORE,49674.45,2182.44,149,New York,LDN
ORD00620,CUST0898,2023-03-29,2023-04-05,Returned,Net Banking,IN-STORE,14677.37,2701.6,199,New York,TN
ORD00621,CUST0575,29/03/2023,2023-03-30,Delivered,UPI,online,1376.18,375.38,199,Bangalore,TS
ORD00622,CUST0388,30/03/2023,2023-03-31,pending,Credit Card,In-Store,30044.11,394.92,149,Delhi,DL
ORD00623,CUST0794,2023-03-31,2023-04-03,Delivered,UPI ,Mobile App,38690.53,426.21,149,Toronto,RJ
ORD00624,CUST0651,04-01-2023,2023-04-03,returned,Credit Card,Mobile App,30121.43,8812.1,0,Ahmedabad,RJ
ORD00625,CUST0652,04-01-2023,2023-04-07,Returned,WALLET,IN-STORE,11398.43,1240.95,99,Mumbai,NY
ORD00626,CUST0598,2023-04-02,2023-04-08,SHIPPED,  COD,online,21021.18,4053.15,49,Sydney,MH
ORD00627,CUST0836,03/04/2023,2023-04-09,delivered,Net Banking,Online,39748.84,4474.87,199,London,GJ
ORD00628,CUST0532,04-04-2023,2023-04-08,pending,COD,mobile app,4521.68,112.28,0,Hyderabad,GJ
ORD00629,CUST0606,04/04/2023,2023-04-09,pending,  COD,mobile app,10903.86,322.38,99,Ahmedabad,NY
ORD00630,CUST0279,05/04/2023,2023-04-09,pending,COD,Mobile App,20082.79,7834.86,199,Mumbai,WB
ORD00631,CUST0521,06/04/2023,2023-04-13,Delivered,WALLET,Mobile App,32918.95,10160.88,0,Delhi,ON
ORD00632,CUST0259,2023-04-06,2023-04-08,SHIPPED,UPI,mobile app,46142.77,16493.86,0,Sydney,TS
ORD00633,CUST0530,2023-04-07,2023-04-13,Shipped,credit card,online,44096.84,15049.65,0,Bangalore,LDN
ORD00634,CUST0072,2023-04-08,2023-04-10,Pending,UPI ,IN-STORE,1745.72,673.72,199,Pune,NY
ORD00635,CUST0479,04-09-2023,2023-04-10,returned,COD,In-Store,7304.54,2789.67,49,London,MH
ORD00636,CUST0013,04-09-2023,2023-04-12,CANCELLED,  COD,In-Store,46733.29,5652.17,99,London,TN
ORD00637,CUST0920,2023-04-10,2023-04-13,CANCELLED,UPI ,online,10555.54,833.81,149,Sydney,NY
ORD00638,CUST0666,04-11-2023,2023-04-18,returned,credit card,online,49220.06,1893.37,199,Surat,NY
ORD00639,CUST0253,2023-04-12,2023-04-18,pending,UPI,Online,19169.66,612.18,149,Bangalore,ON
ORD00640,CUST0416,04-12-2023,2023-04-18,Pending,WALLET,Online,4411.88,874.46,49,Jaipur,DL
ORD00641,CUST0828,2023-04-13,2023-04-19,CANCELLED,credit card,Online,4978.28,1357.77,0,New York,MH
ORD00642,CUST0110,14/04/2023,2023-04-15,Returned,Wallet,mobile app,23250.13,8067.16,49,Sydney,GJ
ORD00643,CUST0026,04-14-2023,2023-04-17,Pending,Credit Card,Mobile App,40169.91,1418.24,0,Toronto,ON
ORD00644,CUST0055,04-15-2023,2023-04-16,SHIPPED,UPI ,Mobile App,23022.89,5820.2,99,Chennai,MH
ORD00645,CUST0944,2023-04-16,2023-04-23,CANCELLED,COD,mobile app,34890.3,10782.6,199,Sydney,RJ
ORD00646,CUST0914,04-17-2023,2023-04-21,Delivered,COD,IN-STORE,42471.74,6260.38,149,Chennai,MH
ORD00647,CUST0467,2023-04-17,2023-04-18,returned,Wallet,Online,0.0,2894.7,0,New York,GJ
ORD00648,CUST0818,2023-04-18,,Pending,credit card,online,30771.84,1368.72,149,Sydney,TN
ORD00649,CUST0480,19/04/2023,2023-04-25,CANCELLED,Wallet,mobile app,14384.78,1435.62,49,Surat,GJ
ORD00650,CUST0005,20/04/2023,2023-04-21,Pending,UPI ,online,2489.47,707.0,0,London,DL
ORD00651,CUST0772,2023-04-20,2023-04-24,SHIPPED,UPI,In-Store,2664.82,636.16,149,Ahmedabad,ON
ORD00652,CUST0074,2023-04-21,2023-04-28,Shipped,credit card,mobile app,3414.82,748.35,99,Delhi,RJ
ORD00653,CUST0456,22/04/2023,2023-04-29,SHIPPED,UPI ,In-Store,8857.47,17714.94,99,Ahmedabad,NY
ORD00654,CUST0498,04-23-2023,2023-04-26,Returned,credit card,mobile app,18227.88,3547.57,0,New York,MH
ORD00655,CUST0973,04-23-2023,2023-04-24,Shipped,Wallet,online,27185.89,7664.1,99,Sydney,TN
ORD00656,CUST0979,24/04/2023,2023-04-26,pending,COD,Online,18008.51,2812.4,99,Sydney,NY
ORD00657,CUST0784,2023-04-25,2023-04-30,Delivered,Debit Card,IN-STORE,29934.43,11748.21,0,Jaipur,WB
ORD00658,CUST0883,04-25-2023,2023-04-29,Delivered,WALLET,online,31470.54,9195.3,149,Pune,LDN
ORD00659,CUST0228,04-26-2023,2023-04-30,delivered,  COD,IN-STORE,45859.03,3819.27,99,Kolkata,KA
ORD00660,CUST0670,27/04/2023,2023-04-28,Cancelled,UPI,Mobile App,7367.66,2919.13,149,Jaipur,MH
ORD00661,CUST0493,28/04/2023,2023-05-05,pending,  COD,online,7887.51,-100.0,99,Delhi,MH
ORD00662,CUST0321,28/04/2023,2023-05-01,Shipped,Debit Card,IN-STORE,43710.84,8329.73,0,Ahmedabad,TS
ORD00526,CUST0588,2023-04-29,2023-05-06,CANCELLED,UPI ,IN-STORE,,3593.17,49,Kolkata,NSW
ORD00664,CUST0930,04-30-2023,,SHIPPED,WALLET,mobile app,47790.47,8047.52,49,Surat,TS
ORD00665,CUST0318,2023-05-01,2023-05-05,Delivered,COD,IN-STORE,25646.37,51292.74,0,Ahmedabad,GJ
ORD00666,CUST0610,01/05/2023,,delivered,UPI ,mobile app,49025.23,8076.42,199,Pune,TN
ORD00667,CUST0203,05-02-2023,2023-05-05,SHIPPED,UPI ,mobile app,49414.95,15895.94,0,Mumbai,ON
ORD00668,CUST0829,03/05/2023,2023-05-04,SHIPPED,WALLET,IN-STORE,484.61,79.02,49,Pune,TN
ORD00669,CUST0207,05-03-2023,2023-05-04,CANCELLED,Wallet,online,17623.6,5588.4,49,Surat,GJ
ORD00670,CUST0836,04/05/2023,2023-05-09,CANCELLED,Credit Card,Online,7489.35,524.22,49,Delhi,KA
ORD00671,CUST0957,05-05-2023,2023-05-08,Delivered,Credit Card,Online,23605.02,8179.88,199,Ahmedabad,GJ
ORD00333,CUST0038,06/05/2023,2023-05-09,Cancelled,Net Banking,IN-STORE,29593.66,3517.62,0,London,DL
ORD00673,CUST0455,2023-05-06,2023-05-10,Shipped,COD,Mobile App,37590.33,4029.33,199,Chennai,NY
ORD00674,CUST0541,2023-05-07,2023-05-08,SHIPPED,Wallet,mobile app,44506.35,1811.94,0,London,GJ
ORD00675,CUST0106,08/05/2023,2023-05-10,SHIPPED,UPI,IN-STORE,1582.09,539.81,99,Toronto,MH
ORD00676,CUST0114,2023-05-09,2023-05-14,Returned,UPI,online,47189.59,17510.09,49,Surat,TS
ORD00677,CUST0954,09/05/2023,2023-05-10,pending,Credit Card,In-Store,6649.47,2196.03,149,Chennai,MH
ORD00678,CUST0907,05-10-2023,2023-05-11,returned,UPI,Mobile App,46806.81,6728.65,149,Mumbai,WB
ORD00679,CUST0076,2023-05-11,2023-05-13,delivered,credit card,IN-STORE,37982.63,7964.06,0,Toronto,TN
ORD00680,CUST0453,05-12-2023,2023-05-16,Shipped,UPI,online,42589.22,404.25,99,London,RJ
ORD00681,CUST0110,05-12-2023,2023-05-16,Pending,credit card,online,43349.42,16355.25,49,Delhi,MH
ORD00682,CUST0588,05-13-2023,2023-05-19,pending,WALLET,IN-STORE,43592.19,2201.36,199,Mumbai,NSW
ORD00683,CUST0721,2023-05-14,2023-05-19,returned,Net Banking,Mobile App,32823.75,3780.13,199,New York,WB
ORD00684,CUST0778,14/05/2023,,CANCELLED,Credit Card,In-Store,-500.0,9222.08,199,Pune,GJ
ORD00685,CUST0434,15/05/2023,2023-05-19,Cancelled,Net Banking,mobile app,-500.0,12501.61,49,London,MH
ORD00686,CUST0853,2023-05-16,2023-05-17,Shipped,UPI,In-Store,24936.32,9104.02,0,Pune,KA
ORD00687,CUST0054,2023-05-17,2023-05-19,Pending,credit card,online,27959.73,8646.37,49,Sydney,MH
ORD00688,CUST0038,17/05/2023,2023-05-23,Returned,COD,Mobile App,31066.2,11244.73,149,Surat,LDN
ORD00689,CUST0285,18/05/2023,2023-05-21,Pending,Wallet,Mobile App,12053.58,3473.83,199,Delhi,GJ
ORD00690,CUST0631,05-19-2023,2023-05-24,CANCELLED,UPI,online,16663.49,2154.01,99,Toronto,NY
ORD00691,CUST0025,05-20-2023,2023-05-25,delivered,Wallet,Online,29658.59,3630.94,0,Kolkata,DL
ORD00692,CUST0175,2023-05-20,2023-05-27,Cancelled,UPI ,In-Store,28838.04,8496.5,149,Surat,ON
ORD00693,CUST0945,2023-05-21,2023-05-27,delivered,Net Banking,online,31917.88,8802.57,99,Toronto,MH
ORD00694,CUST0096,05-22-2023,2023-05-28,Returned,Net Banking,In-Store,40070.03,6878.43,149,Jaipur,TN
ORD00695,CUST0275,2023-05-22,2023-05-27,Shipped,Credit Card,In-Store,16644.82,3060.63,49,Chennai,GJ
ORD00696,CUST0294,23/05/2023,2023-05-26,SHIPPED,WALLET,online,22258.2,384.9,149,Chennai,RJ
ORD00697,CUST0301,2023-05-24,2023-05-29,Delivered,Credit Card,online,4752.35,423.28,199,London,NY
