order_id,store_id,datetime,customer_id,item_id,quantity,total_amount,payment_mode,customer_type
ORD00638,102,2026-05-26 18:41:55,CUST-0324,14,2,490,UPI,mobile-app
ORD00639,101,2026-05-26 20:52:39,CUST-0249,6,1,175,UPI,mobile-app
ORD00640,103,2026-05-26 11:34:10,CUST-0057,32,2,650,UPI,mobile-app
ORD00641,102,2026-05-26 14:21:29,CUST-0263,3,2,430,UPI,mobile-app
ORD00642,103,2026-05-26 09:59:42,CUST-0217,17,2,750,UPI,mobile-app
ORD00643,105,2026-05-26 12:11:36,CUST-0112,30,2,730,UPI,mobile-app
ORD00644,103,2026-05-26 10:24:53,CUST-0242,7,1,245,UPI,mobile-app
ORD00645,102,2026-05-26 19:53:30,CUST-0132,12,1,175,Card,mobile-app
ORD00646,104,2026-05-26 14:40:13,CUST-0275,33,3,1095,UPI,mobile-app
ORD00647,105,2026-05-26 09:14:52,CUST-0184,32,2,650,Cash,walk-in
ORD00648,102,2026-05-26 08:14:29,CUST-0341,17,1,375,Cash,walk-in
ORD00649,104,2026-05-26 18:25:04,CUST-0086,8,1,195,Cash,mobile-app
ORD00650,105,2026-05-26 13:29:26,CUST-0090,16,1,365,Cash,mobile-app
ORD00651,101,2026-05-26 20:20:36,CUST-0324,29,1,215,Cash,mobile-app
ORD00652,104,2026-05-27 15:10:02,CUST-0115,20,1,160,Cash,mobile-app
ORD00653,105,2026-05-27 11:53:09,CUST-0061,2,2,470,UPI,mobile-app
ORD00654,103,2026-05-27 15:20:21,CUST-0026,10,2,370,UPI,mobile-app
ORD00655,102,2026-05-27 09:04:59,CUST-0115,24,2,650,UPI,walk-in
ORD00656,104,2026-05-27 21:16:41,CUST-0157,5,3,675,UPI,mobile-app
ORD00657,101,2026-05-27 18:26:32,CUST-0222,3,2,430,Card,walk-in
ORD00658,105,2026-05-27 09:52:50,CUST-0089,17,7,2625,UPI,mobile-app
ORD00659,103,2026-05-27 15:49:34,CUST-0014,3,1,215,UPI,mobile-app
ORD00660,101,2026-05-27 20:22:35,CUST-0127,15,1,345,UPI,mobile-app
ORD00661,104,2026-05-27 19:22:06,CUST-0104,5,6,1350,Cash,walk-in
ORD00662,104,2026-05-27 14:31:31,CUST-0181,25,5,1475,Cash,mobile-app
ORD00663,104,2026-05-27 14:28:20,CUST-0283,25,1,295,Cash,mobile-app
ORD00664,104,2026-05-27 17:21:33,CUST-0181,11,1,215,Cash,walk-in
ORD00665,104,2026-05-27 09:53:42,CUST-0255,32,2,650,Cash,walk-in
ORD00666,102,2026-05-27 14:43:29,CUST-0309,20,1,160,Cash,mobile-app
ORD00667,101,2026-05-27 11:08:59,CUST-0134,27,2,690,Cash,mobile-app
ORD00668,101,2026-05-27 12:42:43,CUST-0006,23,1,325,Cash,walk-in
ORD00669,105,2026-05-27 15:32:17,CUST-0183,10,1,185,Cash,mobile-app
ORD00670,103,2026-05-27 19:41:08,CUST-0300,24,1,325,Cash,mobile-app
ORD00671,102,2026-05-27 08:48:04,CUST-0158,4,1,195,UPI,walk-in
ORD00672,104,2026-05-27 20:50:13,CUST-0273,10,1,185,Cash,walk-in
ORD00673,101,2026-05-27 18:02:02,CUST-0172,15,1,345,UPI,mobile-app
ORD00674,102,2026-05-27 09:28:35,CUST-0268,32,4,1300,Cash,mobile-app
ORD00675,102,2026-05-27 21:03:21,CUST-0251,20,5,800,UPI,mobile-app
ORD00676,102,2026-05-27 08:56:24,CUST-0086,35,3,825,UPI,walk-in
ORD00677,101,2026-05-27 20:56:24,CUST-0010,18,1,345,UPI,mobile-app
ORD00678,103,2026-05-27 07:44:24,CUST-0182,34,1,265,Cash,mobile-app
ORD00679,101,2026-05-27 20:59:13,CUST-0035,31,1,365,Cash,mobile-app
ORD00680,102,2026-05-27 19:41:30,CUST-0346,12,1,175,Cash,mobile-app
ORD00681,105,2026-05-27 18:51:48,CUST-0246,29,9,1935,UPI,walk-in
ORD00682,102,2026-05-27 17:46:11,CUST-0143,34,2,530,Cash,mobile-app
ORD00683,102,2026-05-27 10:14:43,CUST-0305,3,2,430,Cash,mobile-app
ORD00684,102,2026-05-27 21:31:39,CUST-0261,15,1,345,Cash,mobile-app
ORD00685,103,2026-05-27 11:52:45,CUST-0121,3,2,430,UPI,walk-in
ORD00686,103,2026-05-27 07:56:05,CUST-0097,34,1,265,Card,mobile-app
ORD00687,101,2026-05-27 08:15:05,CUST-0007,34,3,795,Cash,mobile-app
ORD00688,105,2026-05-27 12:51:45,CUST-0085,18,1,345,UPI,walk-in
ORD00689,102,2026-05-27 19:23:10,CUST-0202,31,2,730,UPI,mobile-app
ORD00690,103,2026-05-27 09:37:27,CUST-0309,34,1,265,Cash,mobile-app
ORD00691,104,2026-05-27 08:06:27,CUST-0272,20,4,640,Cash,walk-in
ORD00692,104,2026-05-27 14:18:58,CUST-0152,34,2,530,Cash,walk-in
ORD00693,101,2026-05-27 17:42:02,CUST-0146,31,2,730,UPI,walk-in
ORD00694,102,2026-05-27 20:18:00,CUST-0339,24,4,1300,Cash,walk-in
ORD00695,105,2026-05-27 18:44:32,CUST-0227,25,9,2655,Cash,mobile-app
ORD00696,104,2026-05-27 10:27:20,CUST-0336,26,3,585,UPI,walk-in
ORD00697,105,2026-05-27 14:29:22,CUST-0287,20,2,320,Cash,mobile-app
ORD00698,101,2026-05-27 20:44:45,CUST-0135,20,1,160,UPI,walk-in
ORD00699,105,2026-05-27 14:24:04,CUST-0128,1,2,490,Cash,mobile-app
ORD00700,105,2026-05-27 13:36:25,CUST-0306,21,8,1560,Cash,mobile-app
ORD00701,102,2026-05-27 20:13:07,CUST-0212,1,2,490,UPI,mobile-app
ORD00702,101,2026-05-27 09:44:14,CUST-0052,28,9,2835,UPI,walk-in
ORD00703,101,2026-05-27 10:13:10,CUST-0172,14,2,490,Cash,mobile-app
ORD00704,101,2026-05-27 19:15:41,CUST-0187,32,1,325,UPI,mobile-app
ORD00705,105,2026-05-27 14:54:24,CUST-0028,12,2,350,UPI,walk-in
ORD00706,104,2026-05-27 12:07:42,CUST-0263,28,1,315,UPI,walk-in
ORD00707,102,2026-05-27 14:16:31,CUST-0293,8,2,390,UPI,mobile-app
ORD00708,102,2026-05-27 11:48:43,CUST-0126,11,2,430,UPI,mobile-app
ORD00709,104,2026-05-27 13:14:02,CUST-0196,22,1,160,UPI,mobile-app
ORD00710,102,2026-05-27 12:59:11,CUST-0041,20,1,160,UPI,mobile-app
ORD00711,104,2026-05-27 18:15:09,CUST-0213,18,2,690,UPI,mobile-app
ORD00712,105,2026-05-27 21:27:06,CUST-0114,30,4,1460,UPI,mobile-app
ORD00713,105,2026-05-27 17:24:29,CUST-0241,12,1,175,UPI,walk-in
ORD00714,102,2026-05-27 16:31:32,CUST-0221,7,1,245,UPI,walk-in
ORD00715,105,2026-05-27 12:38:16,CUST-0043,31,2,730,Cash,mobile-app
ORD00716,103,2026-05-27 10:44:04,CUST-0206,12,4,700,UPI,mobile-app
ORD00717,105,2026-05-27 17:03:19,CUST-0014,13,1,235,Cash,mobile-app
ORD00718,102,2026-05-27 17:36:21,CUST-0018,7,1,245,UPI,mobile-app
ORD00719,104,2026-05-27 16:34:29,CUST-0347,32,1,325,Cash,mobile-app
ORD00720,102,2026-05-27 16:22:53,CUST-0126,1,1,245,Cash,mobile-app
ORD00721,104,2026-05-27 13:34:22,CUST-0148,15,2,690,UPI,mobile-app
ORD00722,101,2026-05-27 09:59:00,CUST-0231,31,1,365,UPI,walk-in
ORD00723,101,2026-05-27 16:46:19,CUST-0118,6,1,175,Cash,mobile-app
ORD00724,104,2026-05-27 14:03:03,CUST-0029,10,3,555,Cash,mobile-app
ORD00725,104,2026-05-27 19:12:17,CUST-0288,17,1,375,Cash,walk-in
ORD00726,104,2026-05-27 09:36:07,CUST-0324,3,1,215,Cash,mobile-app
ORD00727,102,2026-05-27 17:08:21,CUST-0189,13,2,470,UPI,walk-in
ORD00728,103,2026-05-27 14:39:38,CUST-0286,26,1,195,UPI,mobile-app
ORD00729,101,2026-05-27 19:54:59,CUST-0077,8,2,390,Cash,mobile-app
ORD00730,101,2026-05-27 20:22:17,CUST-0253,32,1,325,UPI,mobile-app
ORD00731,102,2026-05-27 19:35:11,CUST-0148,7,3,735,Cash,mobile-app
ORD00732,102,2026-05-27 15:24:44,CUST-0316,28,1,315,Card,walk-in
ORD00733,105,2026-05-27 12:21:07,CUST-0234,27,6,2070,UPI,mobile-app
ORD00734,101,2026-05-27 12:06:23,CUST-0120,28,1,315,UPI,walk-in
ORD00735,101,2026-05-27 13:13:32,CUST-0118,5,1,225,UPI,walk-in
ORD00736,102,2026-05-27 09:11:57,CUST-0241,4,1,195,UPI,walk-in
ORD00737,102,2026-05-27 15:27:56,CUST-0066,17,2,750,UPI,mobile-app
ORD00738,105,2026-05-27 07:53:50,CUST-0004,31,2,730,Cash,mobile-app
ORD00739,101,2026-05-27 10:49:18,CUST-0250,16,2,730,UPI,mobile-app
ORD00740,104,2026-05-27 18:00:48,CUST-0338,26,2,390,Cash,mobile-app
ORD00741,101,2026-05-27 15:57:42,CUST-0185,27,1,345,Cash,mobile-app
ORD00742,103,2026-05-27 18:30:56,CUST-0161,27,1,345,Cash,mobile-app
ORD00743,103,2026-05-27 15:46:02,CUST-0055,14,1,245,UPI,mobile-app
ORD00744,101,2026-05-27 14:29:53,CUST-0175,7,2,490,UPI,walk-in
ORD00745,104,2026-05-27 19:18:51,CUST-0135,11,2,430,UPI,mobile-app
ORD00746,101,2026-05-27 09:01:31,CUST-0252,27,3,1035,Cash,mobile-app
ORD00747,104,2026-05-27 17:41:25,CUST-0308,18,1,345,UPI,mobile-app
ORD00748,104,2026-05-27 17:50:52,CUST-0204,19,3,480,UPI,mobile-app
ORD00749,102,2026-05-27 16:02:34,CUST-0144,16,4,1460,Cash,mobile-app
ORD00750,101,2026-05-27 20:06:46,CUST-0209,17,1,375,UPI,mobile-app
ORD00751,105,2026-05-27 21:22:48,CUST-0219,10,4,740,Cash,mobile-app
ORD00752,101,2026-05-27 13:40:53,CUST-0083,10,3,555,UPI,mobile-app
ORD00753,103,2026-05-27 09:11:24,CUST-0004,20,4,640,Cash,mobile-app
ORD00754,102,2026-05-27 07:45:38,CUST-0047,35,2,550,Cash,mobile-app
ORD00755,103,2026-05-27 15:49:40,CUST-0314,11,1,215,Cash,mobile-app
ORD00756,105,2026-05-27 12:08:52,CUST-0046,25,3,885,Cash,mobile-app
ORD00757,104,2026-05-27 13:30:39,CUST-0049,4,2,390,Card,mobile-app
ORD00758,105,2026-05-27 20:27:25,CUST-0047,15,9,3105,Cash,mobile-app
ORD00759,101,2026-05-27 16:06:47,CUST-0228,1,8,1960,UPI,walk-in
ORD00760,105,2026-05-27 21:16:55,CUST-0008,5,2,450,Cash,walk-in
ORD00761,105,2026-05-27 16:27:25,CUST-0039,20,1,160,Card,walk-in
ORD00762,101,2026-05-27 14:26:13,CUST-0048,23,1,325,UPI,mobile-app
ORD00763,102,2026-05-27 11:49:00,CUST-0117,8,1,195,Cash,mobile-app
ORD00764,102,2026-05-27 09:39:29,CUST-0052,4,2,390,Cash,mobile-app
ORD00765,103,2026-05-27 13:01:36,CUST-0304,14,1,245,Cash,walk-in
ORD00766,102,2026-05-27 08:51:09,CUST-0055,7,1,245,Cash,mobile-app
ORD00767,104,2026-05-27 15:15:12,CUST-0311,2,1,235,UPI,mobile-app
ORD00768,105,2026-05-27 14:47:13,CUST-0308,33,2,730,UPI,mobile-app
ORD00769,102,2026-05-27 13:20:59,CUST-0019,31,4,1460,Cash,walk-in
ORD00770,104,2026-05-27 08:50:26,CUST-0147,26,1,195,Cash,mobile-app
ORD00771,105,2026-05-27 11:31:49,CUST-0006,16,3,1095,UPI,mobile-app
ORD00772,102,2026-05-27 12:53:25,CUST-0256,28,2,630,Cash,mobile-app
ORD00773,105,2026-05-27 16:38:11,CUST-0231,30,4,1460,Card,mobile-app
ORD00774,104,2026-05-27 21:16:43,CUST-0240,15,1,345,Cash,mobile-app
ORD00775,104,2026-05-27 15:18:58,CUST-0293,8,2,390,Card,mobile-app
ORD00776,103,2026-05-27 12:50:11,CUST-0116,10,1,185,Cash,walk-in
ORD00777,103,2026-05-27 14:19:06,CUST-0047,21,1,195,UPI,walk-in
ORD00778,104,2026-05-27 19:26:27,CUST-0238,13,2,470,Cash,mobile-app
ORD00779,105,2026-05-27 17:38:30,CUST-0169,26,5,975,UPI,walk-in
ORD00780,101,2026-05-27 12:34:34,CUST-0153,34,5,1325,UPI,mobile-app
ORD00781,101,2026-05-27 09:24:14,CUST-0075,32,1,325,UPI,mobile-app
ORD00782,103,2026-05-27 16:06:55,CUST-0242,19,1,160,Cash,mobile-app
ORD00783,102,2026-05-27 15:12:59,CUST-0270,2,1,235,Cash,mobile-app
ORD00784,104,2026-05-27 12:07:16,CUST-0053,5,1,225,UPI,mobile-app
ORD00785,101,2026-05-27 17:52:25,CUST-0279,13,6,1410,Card,mobile-app
ORD00786,101,2026-05-27 21:43:52,CUST-0009,21,2,390,UPI,mobile-app
ORD00787,103,2026-05-27 17:54:12,CUST-0241,26,1,195,Card,mobile-app
ORD00788,103,2026-05-27 11:30:13,CUST-0165,26,1,195,UPI,mobile-app
ORD00789,103,2026-05-27 11:32:42,CUST-0203,24,1,325,UPI,walk-in
ORD00790,103,2026-05-27 09:41:21,CUST-0131,18,2,690,Cash,mobile-app
ORD00791,105,2026-05-27 09:02:48,CUST-0244,20,2,320,UPI,mobile-app
ORD00792,102,2026-05-27 09:01:46,CUST-0188,25,1,295,Cash,mobile-app
ORD00793,105,2026-05-27 20:38:33,CUST-0280,21,4,780,UPI,mobile-app
ORD00794,101,2026-05-27 14:53:07,CUST-0003,20,1,160,Card,mobile-app
ORD00795,105,2026-05-27 14:22:13,CUST-0151,4,2,390,UPI,mobile-app
ORD00796,104,2026-05-27 10:01:03,CUST-0068,28,1,315,Cash,mobile-app
ORD00797,101,2026-05-27 11:53:57,CUST-0149,21,1,195,Cash,mobile-app
ORD00798,105,2026-05-27 15:27:13,CUST-0114,32,1,325,Card,walk-in
ORD00799,103,2026-05-27 21:32:26,CUST-0343,1,2,490,UPI,walk-in
ORD00800,102,2026-05-27 15:10:35,CUST-0202,6,3,525,Cash,mobile-app
ORD00801,103,2026-05-27 18:46:33,CUST-0272,34,3,795,Cash,walk-in
ORD00802,104,2026-05-27 07:48:34,CUST-0295,25,1,295,UPI,mobile-app
ORD00803,103,2026-05-27 21:36:22,CUST-0247,2,2,470,UPI,mobile-app
ORD00804,105,2026-05-27 17:57:38,CUST-0305,6,1,175,Cash,walk-in
ORD00805,105,2026-05-27 15:24:46,CUST-0177,25,3,885,Cash,walk-in
ORD00806,103,2026-05-27 12:23:25,CUST-0280,35,3,825,UPI,mobile-app
ORD00807,103,2026-05-27 17:27:19,CUST-0176,5,1,225,UPI,mobile-app
ORD00808,103,2026-05-27 21:54:07,CUST-0179,5,3,675,UPI,mobile-app
ORD00809,103,2026-05-27 14:59:50,CUST-0061,3,1,215,UPI,mobile-app
ORD00810,101,2026-05-27 20:44:00,CUST-0201,22,2,320,Card,mobile-app
ORD00811,105,2026-05-27 20:23:56,CUST-0115,34,1,265,UPI,mobile-app
ORD00812,101,2026-05-27 12:48:20,CUST-0023,5,2,450,UPI,mobile-app
ORD00813,102,2026-05-27 07:51:20,CUST-0317,29,1,215,Cash,mobile-app
ORD00814,103,2026-05-27 16:07:10,CUST-0117,13,1,235,UPI,walk-in
ORD00815,102,2026-05-27 11:45:35,CUST-0144,5,1,225,UPI,mobile-app
ORD00816,101,2026-05-27 12:47:51,CUST-0224,3,1,215,UPI,mobile-app
ORD00817,104,2026-05-27 11:12:42,CUST-0303,34,1,265,Cash,mobile-app
ORD00818,101,2026-05-27 13:00:49,CUST-0311,13,2,470,Cash,mobile-app
ORD00819,105,2026-05-27 08:19:39,CUST-0297,24,3,975,UPI,walk-in
ORD00820,101,2026-05-27 08:16:01,CUST-0074,1,1,245,Cash,mobile-app
ORD00821,102,2026-05-27 15:52:06,CUST-0121,6,2,350,UPI,walk-in
ORD00822,105,2026-05-27 18:35:02,CUST-0184,21,2,390,Cash,mobile-app
ORD00823,101,2026-05-27 13:39:59,CUST-0156,15,1,345,UPI,mobile-app
ORD00824,105,2026-05-27 12:31:35,CUST-0227,15,2,690,Cash,walk-in
ORD00825,102,2026-05-27 20:25:20,CUST-0272,29,1,215,Cash,mobile-app
ORD00826,103,2026-05-27 19:01:05,CUST-0263,18,1,345,Card,mobile-app
ORD00827,102,2026-05-27 09:24:29,CUST-0067,20,3,480,Cash,mobile-app
ORD00828,105,2026-05-27 17:11:32,CUST-0073,24,3,975,Cash,mobile-app
ORD00829,104,2026-05-27 12:41:33,CUST-0212,30,2,730,UPI,mobile-app
ORD00830,104,2026-05-27 13:42:35,CUST-0086,24,1,325,UPI,mobile-app
ORD00831,103,2026-05-27 11:37:09,CUST-0243,20,3,480,UPI,mobile-app
ORD00832,102,2026-05-27 14:53:06,CUST-0229,34,2,530,Cash,mobile-app
ORD00833,105,2026-05-27 12:05:43,CUST-0099,31,2,730,Cash,walk-in
ORD00834,102,2026-05-27 10:08:48,CUST-0150,18,2,690,UPI,walk-in
ORD00835,103,2026-05-27 16:13:27,CUST-0203,16,5,1825,UPI,mobile-app
ORD00836,102,2026-05-27 13:40:32,CUST-0235,33,1,365,Cash,mobile-app
ORD00837,101,2026-05-27 20:33:55,CUST-0184,10,1,185,UPI,walk-in
ORD00838,104,2026-05-27 19:33:14,CUST-0241,23,3,975,UPI,walk-in
ORD00839,102,2026-05-27 14:53:04,CUST-0127,35,2,550,UPI,mobile-app
ORD00840,104,2026-05-27 07:25:04,CUST-0292,13,2,470,Card,mobile-app
ORD00841,101,2026-05-27 20:48:52,CUST-0122,20,1,160,Cash,walk-in
ORD00842,104,2026-05-27 08:16:42,CUST-0220,21,1,195,Cash,mobile-app
ORD00843,104,2026-05-27 09:16:28,CUST-0223,13,2,470,UPI,mobile-app
ORD00844,102,2026-05-27 18:05:40,CUST-0162,15,3,1035,Cash,mobile-app
ORD00845,104,2026-05-27 11:07:52,CUST-0239,21,3,585,Cash,walk-in
ORD00846,102,2026-05-27 20:14:18,CUST-0334,31,3,1095,UPI,walk-in
ORD00847,103,2026-05-27 13:00:56,CUST-0236,2,2,470,UPI,mobile-app
ORD00848,101,2026-05-27 12:30:15,CUST-0191,10,1,185,UPI,mobile-app
ORD00849,105,2026-05-27 18:05:58,CUST-0121,23,1,325,UPI,walk-in
ORD00850,103,2026-05-27 18:21:42,CUST-0036,27,1,345,Card,walk-in
ORD00851,103,2026-05-27 16:04:38,CUST-0344,4,1,195,UPI,mobile-app
ORD00852,105,2026-05-27 11:51:56,CUST-0177,6,2,350,Cash,mobile-app
ORD00853,102,2026-05-27 13:38:09,CUST-0266,17,3,1125,Cash,mobile-app
ORD00854,101,2026-05-27 11:48:08,CUST-0149,12,9,1575,Cash,mobile-app
ORD00855,105,2026-05-27 16:24:02,CUST-0290,28,3,945,Cash,walk-in
ORD00856,105,2026-05-27 21:00:19,CUST-0227,5,3,675,Cash,walk-in
ORD00857,101,2026-05-27 12:40:34,CUST-0010,12,5,875,UPI,mobile-app
ORD00858,102,2026-05-27 20:15:57,CUST-0308,9,1,235,UPI,mobile-app
ORD00859,105,2026-05-27 12:33:25,CUST-0222,16,1,365,Cash,mobile-app
ORD00860,105,2026-05-27 11:54:08,CUST-0134,16,2,730,Cash,mobile-app
ORD00861,101,2026-05-27 08:59:36,CUST-0142,4,1,195,Cash,walk-in
ORD00862,104,2026-05-27 17:28:35,CUST-0330,35,1,275,UPI,mobile-app
ORD00863,105,2026-05-27 09:43:29,CUST-0250,35,1,275,Cash,walk-in
ORD00864,103,2026-05-27 20:49:28,CUST-0036,33,4,1460,UPI,mobile-app
ORD00865,102,2026-05-27 11:16:20,CUST-0071,35,2,550,UPI,mobile-app
ORD00866,105,2026-05-27 15:25:26,CUST-0243,30,2,730,UPI,mobile-app
ORD00867,101,2026-05-27 09:22:48,CUST-0127,5,1,225,Card,mobile-app
ORD00868,104,2026-05-27 19:20:25,CUST-0211,8,2,390,UPI,mobile-app
ORD00869,104,2026-05-27 15:26:53,CUST-0311,22,2,320,UPI,mobile-app
ORD00870,101,2026-05-27 12:53:58,CUST-0016,11,3,645,UPI,walk-in
ORD00871,101,2026-05-27 07:59:12,CUST-0189,31,1,365,Cash,mobile-app
ORD00872,104,2026-05-27 11:06:39,CUST-0302,11,3,645,UPI,mobile-app
ORD00873,101,2026-05-27 18:39:59,CUST-0225,8,2,390,UPI,mobile-app
ORD00874,102,2026-05-27 16:20:53,CUST-0198,6,1,175,UPI,mobile-app
ORD00875,101,2026-05-27 17:34:59,CUST-0212,16,1,365,UPI,mobile-app
ORD00876,105,2026-05-27 09:33:06,CUST-0320,16,1,365,Card,mobile-app
ORD00877,101,2026-05-27 13:42:03,CUST-0259,32,3,975,Cash,mobile-app
ORD00878,104,2026-05-27 18:33:18,CUST-0084,4,2,390,Cash,walk-in
ORD00879,103,2026-05-27 16:32:06,CUST-0310,4,1,195,Cash,walk-in
ORD00880,101,2026-05-27 21:54:22,CUST-0137,5,1,225,UPI,mobile-app
ORD00881,101,2026-05-27 14:38:29,CUST-0261,12,1,175,Cash,mobile-app
ORD00882,103,2026-05-27 16:11:46,CUST-0230,6,2,350,UPI,mobile-app
ORD00883,103,2026-05-27 16:41:07,CUST-0229,12,1,175,Card,mobile-app
ORD00884,103,2026-05-27 14:26:25,CUST-0157,18,8,2760,Cash,walk-in
ORD00885,105,2026-05-27 09:19:55,CUST-0339,14,2,490,Cash,mobile-app
ORD00886,101,2026-05-27 19:40:07,CUST-0179,1,2,490,Cash,mobile-app
ORD00887,103,2026-05-27 15:55:36,CUST-0275,4,1,195,Cash,mobile-app
ORD00888,101,2026-05-27 19:10:37,CUST-0210,23,2,650,UPI,mobile-app
ORD00889,103,2026-05-27 11:48:22,CUST-0107,28,1,315,Cash,mobile-app
ORD00890,104,2026-05-27 15:43:51,CUST-0332,35,1,275,Cash,mobile-app
ORD00891,105,2026-05-27 08:43:58,CUST-0233,14,1,245,UPI,walk-in
ORD00892,105,2026-05-27 08:23:24,CUST-0027,13,2,470,UPI,mobile-app
ORD00893,102,2026-05-27 20:18:19,CUST-0327,11,1,215,Cash,walk-in
ORD00894,105,2026-05-27 08:43:06,CUST-0317,34,1,265,Cash,walk-in
ORD00895,101,2026-05-27 20:42:02,CUST-0016,21,1,195,Cash,mobile-app
ORD00896,102,2026-05-27 19:30:00,CUST-0267,12,2,350,UPI,mobile-app
ORD00897,103,2026-05-27 11:18:53,CUST-0233,7,2,490,Cash,walk-in
ORD00898,104,2026-05-27 09:31:37,CUST-0239,21,1,195,Cash,mobile-app
ORD00899,102,2026-05-27 07:08:20,CUST-0150,32,2,650,Cash,walk-in
ORD00900,105,2026-05-27 11:26:20,CUST-0135,4,2,390,UPI,mobile-app
ORD00901,104,2026-05-27 18:08:25,CUST-0156,13,1,235,UPI,mobile-app
ORD00902,104,2026-05-27 16:21:18,CUST-0338,11,1,215,Cash,mobile-app
ORD00903,102,2026-05-27 14:52:58,CUST-0332,34,1,265,Cash,mobile-app
ORD00904,105,2026-05-27 20:56:35,CUST-0081,1,1,245,Cash,walk-in
ORD00905,104,2026-05-27 10:46:31,CUST-0277,6,1,175,UPI,mobile-app
ORD00906,104,2026-05-27 18:55:54,CUST-0233,4,2,390,Cash,mobile-app
ORD00907,105,2026-05-27 20:21:24,CUST-0281,17,8,3000,Cash,walk-in
ORD00908,105,2026-05-27 14:08:26,CUST-0223,26,2,390,UPI,walk-in
ORD00909,105,2026-05-27 17:59:13,CUST-0200,10,1,185,Cash,walk-in
ORD00910,103,2026-05-27 07:56:12,CUST-0234,11,3,645,UPI,walk-in
ORD00911,103,2026-05-27 19:18:16,CUST-0290,12,5,875,UPI,mobile-app
ORD00912,102,2026-05-27 18:52:29,CUST-0093,13,2,470,Cash,mobile-app
ORD00913,102,2026-05-27 15:01:35,CUST-0274,29,2,430,UPI,mobile-app
ORD00914,103,2026-05-27 11:16:20,CUST-0160,9,1,235,UPI,mobile-app
ORD00915,103,2026-05-27 18:22:02,CUST-0118,24,3,975,Cash,mobile-app
ORD00916,103,2026-05-27 08:12:03,CUST-0166,16,1,365,UPI,walk-in
ORD00917,102,2026-05-27 20:58:52,CUST-0109,27,1,345,UPI,mobile-app
ORD00918,101,2026-05-27 12:53:22,CUST-0228,35,8,2200,Cash,mobile-app
ORD00919,103,2026-05-27 20:52:18,CUST-0075,8,3,585,Cash,mobile-app
ORD00920,102,2026-05-27 15:29:37,CUST-0290,28,1,315,Cash,mobile-app
ORD00921,101,2026-05-27 14:14:57,CUST-0317,17,1,375,Cash,mobile-app
ORD00922,102,2026-05-27 09:11:41,CUST-0181,6,1,175,Cash,mobile-app
ORD00923,101,2026-05-27 19:56:30,CUST-0322,7,1,245,UPI,mobile-app
ORD00924,103,2026-05-27 20:33:15,CUST-0231,5,3,675,UPI,walk-in
ORD00925,105,2026-05-27 12:39:24,CUST-0328,15,1,345,Cash,mobile-app
ORD00926,101,2026-05-27 09:25:30,CUST-0296,21,1,195,Cash,mobile-app
ORD00927,102,2026-05-27 17:25:52,CUST-0116,17,1,375,Cash,walk-in
ORD00928,101,2026-05-27 11:02:54,CUST-0230,28,1,315,UPI,mobile-app
ORD00929,102,2026-05-27 15:59:30,CUST-0124,18,1,345,Card,mobile-app
ORD00930,103,2026-05-27 18:27:59,CUST-0062,7,1,245,UPI,mobile-app
ORD00931,104,2026-05-27 20:14:46,CUST-0004,2,2,470,UPI,mobile-app
ORD00932,102,2026-05-27 11:13:00,CUST-0348,4,3,585,UPI,walk-in
ORD00933,105,2026-05-27 18:45:53,CUST-0214,2,3,705,UPI,walk-in
ORD00934,103,2026-05-27 15:52:04,CUST-0219,18,4,1380,Cash,mobile-app
ORD00935,102,2026-05-27 13:04:41,CUST-0105,16,4,1460,Cash,walk-in
ORD00936,102,2026-05-27 11:20:23,CUST-0187,33,2,730,Cash,mobile-app
ORD00937,103,2026-05-27 09:57:44,CUST-0067,8,3,585,Cash,mobile-app
ORD00938,104,2026-05-27 11:34:19,CUST-0221,32,6,1950,Cash,walk-in
ORD00939,105,2026-05-27 16:26:30,CUST-0327,12,2,350,Cash,mobile-app
ORD00940,103,2026-05-27 16:53:59,CUST-0055,29,3,645,Cash,walk-in
ORD00941,102,2026-05-27 12:41:59,CUST-0107,4,1,195,Cash,walk-in
ORD00942,103,2026-05-27 15:10:43,CUST-0239,29,1,215,Cash,walk-in
ORD00943,102,2026-05-27 13:00:49,CUST-0122,18,2,690,UPI,walk-in
ORD00944,103,2026-05-27 18:06:48,CUST-0200,6,2,350,Cash,mobile-app
ORD00945,102,2026-05-27 11:08:13,CUST-0153,33,4,1460,Cash,mobile-app
ORD00946,102,2026-05-27 15:20:14,CUST-0052,35,1,275,Card,walk-in
ORD00947,102,2026-05-27 18:22:19,CUST-0045,26,3,585,UPI,walk-in
ORD00948,104,2026-05-27 12:27:45,CUST-0235,2,2,470,Card,walk-in
ORD00949,103,2026-05-27 12:29:57,CUST-0213,31,3,1095,UPI,mobile-app
ORD00950,104,2026-05-27 15:05:52,CUST-0290,10,2,370,Cash,mobile-app
ORD00951,102,2026-05-27 10:34:17,CUST-0054,32,9,2925,UPI,mobile-app
ORD00952,101,2026-05-27 13:08:35,CUST-0215,29,2,430,Cash,walk-in
ORD00953,104,2026-05-27 14:25:21,CUST-0093,35,2,550,Cash,mobile-app
ORD00954,103,2026-05-27 21:04:22,CUST-0291,28,5,1575,UPI,mobile-app
ORD00955,103,2026-05-27 21:03:00,CUST-0161,9,1,235,UPI,mobile-app
ORD00956,105,2026-05-27 12:37:28,CUST-0036,29,2,430,UPI,mobile-app
